encoder,epoch,train_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_INVALID_precision,val_INVALID_recall,val_INVALID_f1,val_INVALID_support,val_VALID_precision,val_VALID_recall,val_VALID_f1,val_VALID_support,is_best
google/bigbird-roberta-base,35,0.149977,0.921659,0.917277,0.921468,0.919181,0.944444,0.922481,0.933333,129,0.89011,0.920455,0.905028,88,False
google/bigbird-roberta-base,36,0.177347,0.926267,0.922441,0.925344,0.923806,0.944882,0.930233,0.9375,129,0.9,0.920455,0.910112,88,False
google/bigbird-roberta-base,37,0.168998,0.921659,0.917277,0.921468,0.919181,0.944444,0.922481,0.933333,129,0.89011,0.920455,0.905028,88,False
google/bigbird-roberta-base,38,0.150994,0.921659,0.917277,0.921468,0.919181,0.944444,0.922481,0.933333,129,0.89011,0.920455,0.905028,88,False
google/bigbird-roberta-base,39,0.146311,0.921659,0.917277,0.921468,0.919181,0.944444,0.922481,0.933333,129,0.89011,0.920455,0.905028,88,False
google/bigbird-roberta-base,40,0.133402,0.921659,0.917277,0.921468,0.919181,0.944444,0.922481,0.933333,129,0.89011,0.920455,0.905028,88,False
roberta-base,1,0.682406,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,True
roberta-base,2,0.683883,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,3,0.685591,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,4,0.691611,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,5,0.685644,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,6,0.686988,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,7,0.691093,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,8,0.686713,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,9,0.685981,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,10,0.683801,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,11,0.683451,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,12,0.683172,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,13,0.684614,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,14,0.683744,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,15,0.685663,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,16,0.686063,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,17,0.682202,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,18,0.681096,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,19,0.683836,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,20,0.683104,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,21,0.680428,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,22,0.685474,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,23,0.682161,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,24,0.681582,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,25,0.681454,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,26,0.683121,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,27,0.683224,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,28,0.683138,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,29,0.680206,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,30,0.678727,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
roberta-base,31,0.66767,0.62212,0.614046,0.61716,0.614247,0.697479,0.643411,0.669355,129,0.530612,0.590909,0.55914,88,True
roberta-base,32,0.662833,0.631336,0.622073,0.624912,0.622609,0.702479,0.658915,0.68,129,0.541667,0.590909,0.565217,88,True
roberta-base,33,0.660525,0.62212,0.60533,0.602713,0.60352,0.674074,0.705426,0.689394,129,0.536585,0.5,0.517647,88,False
roberta-base,34,0.657767,0.626728,0.618041,0.621036,0.61843,0.7,0.651163,0.674699,129,0.536082,0.590909,0.562162,88,False
roberta-base,35,0.657911,0.654378,0.639817,0.617204,0.616743,0.673077,0.813953,0.736842,129,0.606557,0.420455,0.496644,88,False
roberta-base,36,0.654511,0.654378,0.63824,0.626233,0.627787,0.684932,0.775194,0.727273,129,0.591549,0.477273,0.528302,88,True
roberta-base,37,0.644621,0.654378,0.639388,0.635263,0.636597,0.698529,0.736434,0.716981,129,0.580247,0.534091,0.556213,88,True
roberta-base,38,0.639156,0.654378,0.639388,0.635263,0.636597,0.698529,0.736434,0.716981,129,0.580247,0.534091,0.556213,88,False
roberta-base,39,0.643747,0.658986,0.64409,0.626498,0.627597,0.682119,0.79845,0.735714,129,0.606061,0.454545,0.519481,88,False
roberta-base,40,0.639007,0.663594,0.649798,0.630374,0.631545,0.684211,0.806202,0.740214,129,0.615385,0.454545,0.522876,88,False
t5-base,1,0.692531,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,True
t5-base,2,0.695851,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
t5-base,3,0.694021,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
t5-base,4,0.692929,0.59447,0.297235,0.5,0.372832,0.59447,1.0,0.745665,129,0.0,0.0,0.0,88,False
t5-base,5,0.685498,0.62212,0.600542,0.588266,0.587338,0.655629,0.767442,0.707143,129,0.545455,0.409091,0.467532,88,True
t5-base,6,0.677277,0.603687,0.675469,0.513169,0.406878,0.600939,0.992248,0.748538,129,0.75,0.034091,0.065217,88,False
t5-base,7,0.670399,0.635945,0.662259,0.563777,0.521853,0.628866,0.945736,0.755418,129,0.695652,0.181818,0.288288,88,False
t5-base,8,0.648417,0.631336,0.726423,0.549066,0.48024,0.619512,0.984496,0.760479,129,0.833333,0.113636,0.2,88,False
t5-base,9,0.644189,0.640553,0.679021,0.567653,0.525084,0.630769,0.953488,0.759259,129,0.727273,0.181818,0.290909,88,False
t5-base,10,0.635863,0.631336,0.632668,0.637553,0.628488,0.728972,0.604651,0.661017,129,0.536364,0.670455,0.59596,88,True
t5-base,11,0.632993,0.635945,0.681552,0.560166,0.510046,0.626263,0.96124,0.75841,129,0.736842,0.159091,0.261682,88,False
t5-base,12,0.625573,0.62212,0.638441,0.640636,0.621919,0.752688,0.542636,0.630631,129,0.524194,0.738636,0.613208,88,False
t5-base,13,0.617476,0.612903,0.639929,0.638302,0.612829,0.764706,0.503876,0.607477,129,0.515152,0.772727,0.618182,88,False
t5-base,14,0.610915,0.640553,0.670229,0.569459,0.530668,0.632124,0.945736,0.757764,129,0.708333,0.193182,0.303571,88,False
t5-base,15,0.610548,0.635945,0.734351,0.554748,0.490292,0.622549,0.984496,0.762763,129,0.846154,0.125,0.217822,88,False
t5-base,16,0.593913,0.640553,0.702959,0.564042,0.513173,0.628141,0.968992,0.762195,129,0.777778,0.159091,0.264151,88,False
t5-base,17,0.59314,0.640553,0.679021,0.567653,0.525084,0.630769,0.953488,0.759259,129,0.727273,0.181818,0.290909,88,False
t5-base,18,0.596312,0.617512,0.630122,0.633148,0.616991,0.739583,0.550388,0.631111,129,0.520661,0.715909,0.602871,88,False
t5-base,19,0.58728,0.603687,0.659175,0.643191,0.600625,0.811594,0.434109,0.565657,129,0.506757,0.852273,0.635593,88,False
t5-base,20,0.591437,0.640553,0.670229,0.569459,0.530668,0.632124,0.945736,0.757764,129,0.708333,0.193182,0.303571,88,False
t5-base,21,0.58577,0.654378,0.638636,0.631651,0.633322,0.692857,0.751938,0.72119,129,0.584416,0.511364,0.545455,88,True
t5-base,22,0.574957,0.645161,0.629496,0.604035,0.601265,0.6625,0.821705,0.733564,129,0.596491,0.386364,0.468966,88,False
t5-base,23,0.570146,0.645161,0.726765,0.567918,0.516312,0.63,0.976744,0.765957,129,0.823529,0.159091,0.266667,88,False
t5-base,24,0.562343,0.640553,0.770528,0.558624,0.493234,0.62439,0.992248,0.766467,129,0.916667,0.125,0.22,88,False
t5-base,25,0.563802,0.654378,0.67004,0.673185,0.654113,0.787234,0.573643,0.663677,129,0.552846,0.772727,0.64455,88,True
t5-base,26,0.562236,0.709677,0.710363,0.672745,0.675958,0.708861,0.868217,0.780488,129,0.711864,0.477273,0.571429,88,True
t5-base,27,0.549444,0.718894,0.730192,0.736478,0.718296,0.846939,0.643411,0.731278,129,0.613445,0.829545,0.705314,88,True
t5-base,28,0.537632,0.829493,0.873793,0.793384,0.807055,0.783951,0.984496,0.872852,129,0.963636,0.602273,0.741259,88,True
t5-base,29,0.489589,0.83871,0.84561,0.857118,0.838036,0.960784,0.75969,0.848485,129,0.730435,0.954545,0.827586,88,True
t5-base,30,0.404164,0.917051,0.912179,0.924815,0.915542,0.974359,0.883721,0.926829,129,0.85,0.965909,0.904255,88,True
t5-base,31,0.326049,0.935484,0.931934,0.934901,0.93333,0.952756,0.937984,0.945312,129,0.911111,0.931818,0.921348,88,True
t5-base,32,0.275307,0.930876,0.925712,0.934637,0.929136,0.967213,0.914729,0.940239,129,0.884211,0.954545,0.918033,88,False
t5-base,33,0.281448,0.9447,0.940522,0.946265,0.943045,0.968,0.937984,0.952756,129,0.913043,0.954545,0.933333,88,True
t5-base,34,0.220263,0.935484,0.930548,0.938513,0.933761,0.96748,0.922481,0.944444,129,0.893617,0.954545,0.923077,88,False
t5-base,35,0.178193,0.930876,0.926075,0.932831,0.928919,0.959677,0.922481,0.940711,129,0.892473,0.943182,0.917127,88,False
t5-base,36,0.182094,0.940092,0.935484,0.942389,0.938397,0.967742,0.930233,0.948617,129,0.903226,0.954545,0.928177,88,False
t5-base,37,0.184766,0.935484,0.931934,0.934901,0.93333,0.952756,0.937984,0.945312,129,0.911111,0.931818,0.921348,88,False
t5-base,38,0.145247,0.940092,0.936203,0.940583,0.938197,0.960317,0.937984,0.94902,129,0.912088,0.943182,0.927374,88,False
t5-base,39,0.169909,0.940092,0.936203,0.940583,0.938197,0.960317,0.937984,0.94902,129,0.912088,0.943182,0.927374,88,False
t5-base,40,0.147953,0.940092,0.936203,0.940583,0.938197,0.960317,0.937984,0.94902,129,0.912088,0.943182,0.927374,88,False
spacy-textcat,1,4.943756,0.5945,0.5491,0.5072,0.4115,0.5981,0.969,0.7396,129,0.5,0.0455,0.0833,88,True
spacy-textcat,2,4.875269,0.5945,0.2973,0.5,0.3729,0.5945,1.0,0.7457,129,0.0,0.0,0.0,88,False
spacy-textcat,3,4.86873,0.5945,0.2973,0.5,0.3729,0.5945,1.0,0.7457,129,0.0,0.0,0.0,88,False
spacy-textcat,4,4.816264,0.6359,0.6302,0.5765,0.5561,0.6389,0.8915,0.7443,129,0.6216,0.2614,0.368,88,True
spacy-textcat,5,4.631839,0.6866,0.7111,0.6317,0.6233,0.6723,0.9225,0.7778,129,0.75,0.3409,0.4688,88,True
spacy-textcat,6,3.888085,0.7696,0.7775,0.7393,0.7469,0.7582,0.8992,0.8227,129,0.7969,0.5795,0.6711,88,True
spacy-textcat,7,3.065759,0.7788,0.7728,0.7634,0.7669,0.7956,0.845,0.8195,129,0.75,0.6818,0.7143,88,True
spacy-textcat,8,2.633228,0.8065,0.8014,0.7939,0.7969,0.8222,0.8605,0.8409,129,0.7805,0.7273,0.7529,88,True
spacy-textcat,9,2.589969,0.7742,0.7809,0.7902,0.7732,0.8922,0.7054,0.7879,129,0.6696,0.875,0.7586,88,False
spacy-textcat,10,2.497512,0.8065,0.7991,0.8011,0.7999,0.8425,0.8295,0.8359,129,0.7556,0.7727,0.764,88,True
spacy-textcat,11,2.246269,0.8018,0.7982,0.7863,0.7908,0.8116,0.8682,0.839,129,0.7848,0.7045,0.7425,88,False
spacy-textcat,12,2.096545,0.8295,0.8253,0.8187,0.8215,0.8433,0.876,0.8593,129,0.8072,0.7614,0.7836,88,True
spacy-textcat,13,2.188722,0.8387,0.838,0.8246,0.8296,0.8406,0.8992,0.8689,129,0.8354,0.75,0.7904,88,True
spacy-textcat,14,1.962945,0.8387,0.8476,0.8174,0.8263,0.8219,0.9302,0.8727,129,0.8732,0.7045,0.7799,88,False
spacy-textcat,15,2.058377,0.8433,0.8544,0.8213,0.8308,0.8231,0.938,0.8768,129,0.8857,0.7045,0.7848,88,True
spacy-textcat,16,1.661368,0.8341,0.8296,0.8244,0.8266,0.8496,0.876,0.8626,129,0.8095,0.7727,0.7907,88,False
spacy-textcat,17,1.840438,0.8387,0.8319,0.8373,0.8341,0.879,0.845,0.8617,129,0.7849,0.8295,0.8066,88,True
spacy-textcat,18,1.841047,0.8203,0.8135,0.8145,0.8139,0.8516,0.845,0.8482,129,0.7753,0.7841,0.7797,88,False
spacy-textcat,19,1.678136,0.8618,0.8619,0.8494,0.8543,0.8613,0.9147,0.8872,129,0.8625,0.7841,0.8214,88,True
spacy-textcat,20,1.491088,0.8571,0.8561,0.8456,0.8498,0.8603,0.907,0.883,129,0.8519,0.7841,0.8166,88,False
